 Omega Like
0 0.15 0.9199055623814053
1 0.1545 0.9251497827644892
2 0.159 0.930419277564625
3 0.1635 0.9351111220255017
4 0.168 0.9402865203859433
5 0.17250000000000001 0.9447261155217307
6 0.17700000000000002 0.9490965730470193
7 0.18150000000000002 0.9538280585728148
8 0.18600000000000003 0.9575964518640092
9 0.19050000000000003 0.9621008985908448
10 0.19500000000000003 0.9652713225858878
11 0.19950000000000004 0.9689778076348297
12 0.20400000000000004 0.9717848133415391
13 0.20850000000000005 0.9750898513770354
14 0.21300000000000005 0.978068647346339
15 0.21750000000000005 0.9809047948131379
16 0.22200000000000006 0.983206057780171
17 0.22650000000000006 0.9853861891338421
18 0.23100000000000007 0.987979429156388
19 0.23550000000000007 0.9893249036322732
20 0.24000000000000007 0.9918320015558574
21 0.24450000000000008 0.9927552213121635
22 0.24900000000000008 0.9945116329094785
23 0.25350000000000006 0.9956965591016433
24 0.25800000000000006 0.9969801045415123
25 0.26250000000000007 0.9972757273327537
26 0.26700000000000007 0.9978391134903399
27 0.2715000000000001 0.9993411952345403
28 0.2760000000000001 0.998889085962371
29 0.2805000000000001 0.9992631681703052
30 0.2850000000000001 0.9995923965801096
31 0.2895000000000001 1.0
32 0.2940000000000001 0.999540295957043
33 0.2985000000000001 0.9993467346987279
34 0.3030000000000001 0.9986700510239829
35 0.3075000000000001 0.9982067482316918
36 0.3120000000000001 0.9975901070282196
37 0.3165000000000001 0.9970609499279133
38 0.3210000000000001 0.9965800340261198
39 0.3255000000000001 0.9963406856278157
40 0.3300000000000001 0.9950117075727583
41 0.33450000000000013 0.9932262201575687
42 0.33900000000000013 0.9929276280762427
43 0.34350000000000014 0.9908550028109515
44 0.34800000000000014 0.9900112895302763
45 0.35250000000000015 0.98896772847834
46 0.35700000000000015 0.9869528196954838
47 0.36150000000000015 0.9860063607469367
48 0.36600000000000016 0.9839473427986976
49 0.37050000000000016 0.9836136039309397
50 0.37500000000000017 0.9813637962381786
51 0.37950000000000017 0.9796117018328483
52 0.3840000000000002 0.9778777211862653
53 0.3885000000000002 0.9764730369821255
54 0.3930000000000002 0.9751060093906124
55 0.3975000000000002 0.9741957274714421
56 0.4020000000000002 0.9721464739795181
57 0.4065000000000002 0.9695407192857264
58 0.4110000000000002 0.9684580039949255
59 0.4155000000000002 0.9663656431780809
60 0.4200000000000002 0.9655106989431009
61 0.4245000000000002 0.9631927117671597
62 0.4290000000000002 0.9610987578707543
63 0.4335000000000002 0.9600460293688502
64 0.4380000000000002 0.9578036433963943
65 0.4425000000000002 0.9566145924429814
66 0.44700000000000023 0.9544932904968555
67 0.45150000000000023 0.9529651764637822
68 0.45600000000000024 0.9505588810793292
69 0.46050000000000024 0.949561230401839
70 0.46500000000000025 0.9473714461527741
71 0.46950000000000025 0.9458852658201121
72 0.47400000000000025 0.9435877908676064
73 0.47850000000000026 0.9425360353893492
74 0.48300000000000026 0.9404516902922782
75 0.48750000000000027 0.9384553172810916
76 0.49200000000000027 0.9374506829718656
77 0.4965000000000003 0.9350412567941668
78 0.5010000000000002 0.9340618874469457
79 0.5055000000000002 0.9328009437548671
80 0.5100000000000001 0.9301457040370024
81 0.5145000000000001 0.9292892217944326
82 0.519 0.9279988188718301
83 0.5235 0.9258472514213296
84 0.5279999999999999 0.9245139743028598
85 0.5324999999999999 0.9228561033696862
86 0.5369999999999998 0.9214763545176028
87 0.5414999999999998 0.919410586977125
88 0.5459999999999997 0.9190193051996063
89 0.5504999999999997 0.9166080292419229
90 0.5549999999999996 0.915377335849851
91 0.5594999999999996 0.9138137115141359
92 0.5639999999999995 0.9129813856328893
93 0.5684999999999995 0.9105865768562639
94 0.5729999999999994 0.9103852752373367
95 0.5774999999999993 0.9087608542898546
96 0.5819999999999993 0.9073441677214139
97 0.5864999999999992 0.9059815146654603
98 0.5909999999999992 0.9049958923310003
99 0.5954999999999991 0.9033964225437907
100 0.5999999999999991 0.9018383672542963
